dt,volume
2022-02-14 11:10:00,11409
2022-02-14 11:15:00,14552
2022-02-14 11:20:00,8272
2022-02-14 11:25:00,5968
2022-02-14 11:30:00,30199
2022-02-14 13:35:00,54404
2022-02-14 13:40:00,23485
2022-02-14 13:45:00,10722
2022-02-14 13:50:00,11551
2022-02-14 13:55:00,13515
2022-02-14 14:00:00,14372
2022-02-14 14:05:00,11896
2022-02-14 14:10:00,14444
2022-02-14 14:15:00,9544
2022-02-14 14:20:00,35993
2022-02-14 14:25:00,33564
2022-02-14 14:30:00,48149
2022-02-14 14:35:00,39498
2022-02-14 14:40:00,56031
2022-02-14 14:45:00,37315
2022-02-14 14:50:00,20120
2022-02-14 14:55:00,48784
2022-02-14 15:00:00,50508
2022-02-14 21:05:00,87155
2022-02-14 21:10:00,39880
2022-02-14 21:15:00,49864
2022-02-14 21:20:00,48316
2022-02-14 21:25:00,45544
2022-02-14 21:30:00,28486
2022-02-14 21:35:00,18105
2022-02-14 21:40:00,22973
2022-02-14 21:45:00,19071
2022-02-14 21:50:00,15107
2022-02-14 21:55:00,28205
2022-02-14 22:00:00,21194
2022-02-14 22:05:00,15964
2022-02-14 22:10:00,13022
2022-02-14 22:15:00,11145
2022-02-14 22:20:00,7757
2022-02-14 22:25:00,8347
2022-02-14 22:30:00,6987
2022-02-14 22:35:00,18177
2022-02-14 22:40:00,24403
2022-02-14 22:45:00,8872
2022-02-14 22:50:00,6095
2022-02-14 22:55:00,4332
2022-02-14 23:00:00,17291
2022-02-15 09:05:00,35928
2022-02-15 09:10:00,14739
2022-02-15 09:15:00,16271
2022-02-15 09:20:00,34494
2022-02-15 09:25:00,35925
2022-02-15 09:30:00,24095
2022-02-15 09:35:00,22095
2022-02-15 09:40:00,37709
2022-02-15 09:45:00,35358
2022-02-15 09:50:00,18297
2022-02-15 09:55:00,16362
2022-02-15 10:00:00,26167
2022-02-15 10:05:00,18117
2022-02-15 10:10:00,18530
2022-02-15 10:15:00,10686
2022-02-15 10:35:00,11977
2022-02-15 10:40:00,7445
2022-02-15 10:45:00,22912
2022-02-15 10:50:00,35183
2022-02-15 10:55:00,35233
2022-02-15 11:00:00,14166
2022-02-15 11:05:00,19331
2022-02-15 11:10:00,17988
2022-02-15 11:15:00,35299
2022-02-15 11:20:00,50301
2022-02-15 11:25:00,115091
2022-02-15 11:30:00,40306
2022-02-15 13:35:00,166019
2022-02-15 13:40:00,90183
2022-02-15 13:45:00,86885
2022-02-15 13:50:00,62658
2022-02-15 13:55:00,36892
2022-02-15 14:00:00,29185
2022-02-15 14:05:00,31509
2022-02-15 14:10:00,22568
2022-02-15 14:15:00,18436
2022-02-15 14:20:00,12271
2022-02-15 14:25:00,16767
2022-02-15 14:30:00,23474
2022-02-15 14:35:00,19228
2022-02-15 14:40:00,44028
2022-02-15 14:45:00,12846
2022-02-15 14:50:00,31316
2022-02-15 14:55:00,44069
2022-02-15 15:00:00,39880
2022-02-15 21:05:00,151474
2022-02-15 21:10:00,42834
2022-02-15 21:15:00,34624
2022-02-15 21:20:00,21978
2022-02-15 21:25:00,28112
2022-02-15 21:30:00,17187
2022-02-15 21:35:00,42218
2022-02-15 21:40:00,22634
2022-02-15 21:45:00,16628
2022-02-15 21:50:00,26486
2022-02-15 21:55:00,19275
2022-02-15 22:00:00,21571
2022-02-15 22:05:00,38419
2022-02-15 22:10:00,17090
2022-02-15 22:15:00,14061
2022-02-15 22:20:00,5076
2022-02-15 22:25:00,10394
2022-02-15 22:30:00,6369
2022-02-15 22:35:00,16655
2022-02-15 22:40:00,8351
2022-02-15 22:45:00,9658
2022-02-15 22:50:00,5227
2022-02-15 22:55:00,9252
2022-02-15 23:00:00,19515
2022-02-16 09:05:00,36831
2022-02-16 09:10:00,12732
2022-02-16 09:15:00,16745
2022-02-16 09:20:00,41523
2022-02-16 09:25:00,20732
2022-02-16 09:30:00,13624
2022-02-16 09:35:00,8950
2022-02-16 09:40:00,8635
2022-02-16 09:45:00,9738
2022-02-16 09:50:00,16985
2022-02-16 09:55:00,32943
2022-02-16 10:00:00,30723
2022-02-16 10:05:00,14049
2022-02-16 10:10:00,23862
2022-02-16 10:15:00,23827
2022-02-16 10:35:00,18711
2022-02-16 10:40:00,10956
2022-02-16 10:45:00,11668
2022-02-16 10:50:00,11798
2022-02-16 10:55:00,14255
2022-02-16 11:00:00,12429
2022-02-16 11:05:00,9774
2022-02-16 11:10:00,6307
2022-02-16 11:15:00,6731
2022-02-16 11:20:00,8139
2022-02-16 11:25:00,33498
2022-02-16 11:30:00,19166
2022-02-16 13:35:00,55870
2022-02-16 13:40:00,51230
2022-02-16 13:45:00,33049
2022-02-16 13:50:00,19182
2022-02-16 13:55:00,16401
2022-02-16 14:00:00,23851
2022-02-16 14:05:00,18671
2022-02-16 14:10:00,16944
2022-02-16 14:15:00,20002
2022-02-16 14:20:00,24081
2022-02-16 14:25:00,17055
2022-02-16 14:30:00,15805
2022-02-16 14:35:00,7873
2022-02-16 14:40:00,8124
2022-02-16 14:45:00,7214
2022-02-16 14:50:00,12507
2022-02-16 14:55:00,25529
2022-02-16 15:00:00,43828
2022-02-16 21:05:00,96751
2022-02-16 21:10:00,40043
2022-02-16 21:15:00,49612
2022-02-16 21:20:00,36826
2022-02-16 21:25:00,30883
2022-02-16 21:30:00,11516
2022-02-16 21:35:00,13679
2022-02-16 21:40:00,9411
2022-02-16 21:45:00,10541
2022-02-16 21:50:00,19402
2022-02-16 21:55:00,12471
2022-02-16 22:00:00,32692
2022-02-16 22:05:00,59621
2022-02-16 22:10:00,40038
2022-02-16 22:15:00,52750
2022-02-16 22:20:00,30346
2022-02-16 22:25:00,29503
2022-02-16 22:30:00,14108
2022-02-16 22:35:00,17451
2022-02-16 22:40:00,52905
2022-02-16 22:45:00,31974
2022-02-16 22:50:00,35915
2022-02-16 22:55:00,21773
2022-02-16 23:00:00,19506
2022-02-17 09:05:00,45401
2022-02-17 09:10:00,18442
2022-02-17 09:15:00,20621
2022-02-17 09:20:00,14171
2022-02-17 09:25:00,10031
2022-02-17 09:30:00,11263
2022-02-17 09:35:00,13898
2022-02-17 09:40:00,13768
2022-02-17 09:45:00,18327
2022-02-17 09:50:00,13234
2022-02-17 09:55:00,9952
2022-02-17 10:00:00,8756
2022-02-17 10:05:00,59533
2022-02-17 10:10:00,63825
2022-02-17 10:15:00,38686
2022-02-17 10:35:00,27850
2022-02-17 10:40:00,28728
2022-02-17 10:45:00,17325
2022-02-17 10:50:00,29434
2022-02-17 10:55:00,35013
2022-02-17 11:00:00,28207
2022-02-17 11:05:00,20426
2022-02-17 11:10:00,23083
2022-02-17 11:15:00,23019
2022-02-17 11:20:00,12652
2022-02-17 11:25:00,21205
2022-02-17 11:30:00,20940
2022-02-17 13:35:00,36925
2022-02-17 13:40:00,27165
2022-02-17 13:45:00,27547
2022-02-17 13:50:00,42255
2022-02-17 13:55:00,23211
2022-02-17 14:00:00,11215
2022-02-17 14:05:00,62176
2022-02-17 14:10:00,28435
2022-02-17 14:15:00,38388
2022-02-17 14:20:00,40081
2022-02-17 14:25:00,29798
2022-02-17 14:30:00,48545
2022-02-17 14:35:00,34543
2022-02-17 14:40:00,49290
2022-02-17 14:45:00,84255
2022-02-17 14:50:00,38261
2022-02-17 14:55:00,30854
2022-02-17 15:00:00,60683
2022-02-17 21:05:00,114928
2022-02-17 21:10:00,56913
2022-02-17 21:15:00,46248
2022-02-17 21:20:00,41801
2022-02-17 21:25:00,19954
2022-02-17 21:30:00,26525
2022-02-17 21:35:00,21957
2022-02-17 21:40:00,28574
2022-02-17 21:45:00,20469
2022-02-17 21:50:00,47387
2022-02-17 21:55:00,23545
2022-02-17 22:00:00,13730
2022-02-17 22:05:00,14670
2022-02-17 22:10:00,19945
2022-02-17 22:15:00,15787
2022-02-17 22:20:00,7327
2022-02-17 22:25:00,12849
2022-02-17 22:30:00,21187
2022-02-17 22:35:00,16454
2022-02-17 22:40:00,7751
2022-02-17 22:45:00,10890
2022-02-17 22:50:00,11642
2022-02-17 22:55:00,9176
2022-02-17 23:00:00,17795
2022-02-18 09:05:00,52861
2022-02-18 09:10:00,22164
2022-02-18 09:15:00,16468
2022-02-18 09:20:00,21004
2022-02-18 09:25:00,10075
2022-02-18 09:30:00,27960
2022-02-18 09:35:00,28063
2022-02-18 09:40:00,22002
2022-02-18 09:45:00,12567
2022-02-18 09:50:00,21055
2022-02-18 09:55:00,14007
2022-02-18 10:00:00,12968
2022-02-18 10:05:00,18136
2022-02-18 10:10:00,30185
2022-02-18 10:15:00,28546
2022-02-18 10:35:00,33719
2022-02-18 10:40:00,16671
2022-02-18 10:45:00,19313
2022-02-18 10:50:00,14244
2022-02-18 10:55:00,15942
2022-02-18 11:00:00,21615
2022-02-18 11:05:00,15417
2022-02-18 11:10:00,16691
2022-02-18 11:15:00,23010
2022-02-18 11:20:00,29516
2022-02-18 11:25:00,62151
2022-02-18 11:30:00,49078
2022-02-18 13:35:00,35318
2022-02-18 13:40:00,14343
2022-02-18 13:45:00,12953
2022-02-18 13:50:00,9079
2022-02-18 13:55:00,22159
2022-02-18 14:00:00,19557
2022-02-18 14:05:00,15845
2022-02-18 14:10:00,13528
2022-02-18 14:15:00,24935
2022-02-18 14:20:00,13359
2022-02-18 14:25:00,12142
2022-02-18 14:30:00,13312
2022-02-18 14:35:00,11476
2022-02-18 14:40:00,10583
2022-02-18 14:45:00,6834
2022-02-18 14:50:00,14116
2022-02-18 14:55:00,19222
2022-02-18 15:00:00,26410
2022-02-18 21:05:00,87519
2022-02-18 21:10:00,34268
2022-02-18 21:15:00,19882
2022-02-18 21:20:00,30467
2022-02-18 21:25:00,33038
2022-02-18 21:30:00,18528
2022-02-18 21:35:00,14774
2022-02-18 21:40:00,11319
2022-02-18 21:45:00,5151
2022-02-18 21:50:00,10883
2022-02-18 21:55:00,44364
2022-02-18 22:00:00,13776
2022-02-18 22:05:00,13739
2022-02-18 22:10:00,7324
2022-02-18 22:15:00,7733
2022-02-18 22:20:00,6741
2022-02-18 22:25:00,19048
2022-02-18 22:30:00,14880
2022-02-18 22:35:00,27312
2022-02-18 22:40:00,28130
2022-02-18 22:45:00,17520
2022-02-18 22:50:00,13905
2022-02-18 22:55:00,20205
2022-02-18 23:00:00,25080
2022-02-21 09:05:00,84410
2022-02-21 09:10:00,57312
2022-02-21 09:15:00,47057
2022-02-21 09:20:00,21363
2022-02-21 09:25:00,22772
2022-02-21 09:30:00,15026
2022-02-21 09:35:00,17627
2022-02-21 09:40:00,42951
2022-02-21 09:45:00,22186
2022-02-21 09:50:00,12481
2022-02-21 09:55:00,14737
2022-02-21 10:00:00,10779
2022-02-21 10:05:00,12281
2022-02-21 10:10:00,21031
2022-02-21 10:15:00,15421
2022-02-21 10:35:00,18737
2022-02-21 10:40:00,38411
2022-02-21 10:45:00,36915
2022-02-21 10:50:00,16143
2022-02-21 10:55:00,18763
2022-02-21 11:00:00,9945
2022-02-21 11:05:00,10354
2022-02-21 11:10:00,11322
2022-02-21 11:15:00,8724
2022-02-21 11:20:00,31333
2022-02-21 11:25:00,16702
2022-02-21 11:30:00,13107
2022-02-21 13:35:00,18401
2022-02-21 13:40:00,14126
2022-02-21 13:45:00,10628
2022-02-21 13:50:00,17940
2022-02-21 13:55:00,36517
2022-02-21 14:00:00,12444
2022-02-21 14:05:00,8664
2022-02-21 14:10:00,7724
2022-02-21 14:15:00,5771
2022-02-21 14:20:00,4679
2022-02-21 14:25:00,15278
2022-02-21 14:30:00,15916
2022-02-21 14:35:00,16393
2022-02-21 14:40:00,17778
2022-02-21 14:45:00,38196
2022-02-21 14:50:00,73093
2022-02-21 14:55:00,72630
2022-02-21 15:00:00,67740
2022-02-21 21:05:00,89368
2022-02-21 21:10:00,43023
2022-02-21 21:15:00,61267
2022-02-21 21:20:00,35194
2022-02-21 21:25:00,33015
2022-02-21 21:30:00,32080
2022-02-21 21:35:00,20130
2022-02-21 21:40:00,16925
2022-02-21 21:45:00,16993
2022-02-21 21:50:00,19512
2022-02-21 21:55:00,10009
2022-02-21 22:00:00,11390
2022-02-21 22:05:00,12123
2022-02-21 22:10:00,6262
2022-02-21 22:15:00,7998
2022-02-21 22:20:00,7656
2022-02-21 22:25:00,11692
2022-02-21 22:30:00,9711
2022-02-21 22:35:00,7575
2022-02-21 22:40:00,8563
2022-02-21 22:45:00,21838
2022-02-21 22:50:00,8266
2022-02-21 22:55:00,20012
2022-02-21 23:00:00,22600
2022-02-22 09:05:00,36567
2022-02-22 09:10:00,25952
2022-02-22 09:15:00,28588
2022-02-22 09:20:00,13981
2022-02-22 09:25:00,10350
2022-02-22 09:30:00,10387
2022-02-22 09:35:00,18359
2022-02-22 09:40:00,16433
2022-02-22 09:45:00,14626
2022-02-22 09:50:00,17836
2022-02-22 09:55:00,8233
2022-02-22 10:00:00,15683
2022-02-22 10:05:00,9863
2022-02-22 10:10:00,7265
2022-02-22 10:15:00,8585
2022-02-22 10:35:00,20465
2022-02-22 10:40:00,7689
2022-02-22 10:45:00,8885
2022-02-22 10:50:00,7830
2022-02-22 10:55:00,40076
2022-02-22 11:00:00,19607
2022-02-22 11:05:00,13448
2022-02-22 11:10:00,33864
2022-02-22 11:15:00,39683
2022-02-22 11:20:00,58720
2022-02-22 11:25:00,31463
2022-02-22 11:30:00,41808
2022-02-22 13:35:00,69607
2022-02-22 13:40:00,26530
2022-02-22 13:45:00,21687
2022-02-22 13:50:00,15837
2022-02-22 13:55:00,17062
2022-02-22 14:00:00,15701
2022-02-22 14:05:00,13390
2022-02-22 14:10:00,11277
2022-02-22 14:15:00,7207
2022-02-22 14:20:00,9911
2022-02-22 14:25:00,13233
2022-02-22 14:30:00,82446
2022-02-22 14:35:00,60930
2022-02-22 14:40:00,87543
2022-02-22 14:45:00,55335
2022-02-22 14:50:00,35029
2022-02-22 14:55:00,41589
2022-02-22 15:00:00,82286
2022-02-22 21:05:00,87267
2022-02-22 21:10:00,44473
2022-02-22 21:15:00,24227
2022-02-22 21:20:00,26831
2022-02-22 21:25:00,33629
2022-02-22 21:30:00,16555
2022-02-22 21:35:00,21828
2022-02-22 21:40:00,10089
2022-02-22 21:45:00,7890
2022-02-22 21:50:00,15431
2022-02-22 21:55:00,12309
2022-02-22 22:00:00,8796
2022-02-22 22:05:00,9336
2022-02-22 22:10:00,7414
2022-02-22 22:15:00,4389
2022-02-22 22:20:00,7803
2022-02-22 22:25:00,13589
2022-02-22 22:30:00,19305
2022-02-22 22:35:00,8647
2022-02-22 22:40:00,6053
2022-02-22 22:45:00,9065
2022-02-22 22:50:00,40208
2022-02-22 22:55:00,11741
2022-02-22 23:00:00,16721
2022-02-23 09:05:00,37083
2022-02-23 09:10:00,15626
2022-02-23 09:15:00,30891
2022-02-23 09:20:00,20428
2022-02-23 09:25:00,18233
2022-02-23 09:30:00,17409
2022-02-23 09:35:00,13068
2022-02-23 09:40:00,35934
2022-02-23 09:45:00,12442
2022-02-23 09:50:00,11477
2022-02-23 09:55:00,9754
2022-02-23 10:00:00,17681
2022-02-23 10:05:00,47294
2022-02-23 10:10:00,28066
2022-02-23 10:15:00,15423
2022-02-23 10:35:00,25464
2022-02-23 10:40:00,39282
2022-02-23 10:45:00,21437
2022-02-23 10:50:00,23098
2022-02-23 10:55:00,34407
2022-02-23 11:00:00,14306
2022-02-23 11:05:00,11825
2022-02-23 11:10:00,9590
2022-02-23 11:15:00,18857
2022-02-23 11:20:00,16778
2022-02-23 11:25:00,11136
2022-02-23 11:30:00,9143
2022-02-23 13:35:00,32109
2022-02-23 13:40:00,14506
2022-02-23 13:45:00,33549
2022-02-23 13:50:00,42980
2022-02-23 13:55:00,20974
2022-02-23 14:00:00,18330
2022-02-23 14:05:00,19592
2022-02-23 14:10:00,12352
2022-02-23 14:15:00,16170
2022-02-23 14:20:00,21594
2022-02-23 14:25:00,12614
2022-02-23 14:30:00,24309
2022-02-23 14:35:00,61221
2022-02-23 14:40:00,49210
2022-02-23 14:45:00,23935
2022-02-23 14:50:00,15681
2022-02-23 14:55:00,11949
2022-02-23 15:00:00,46049
2022-02-23 21:05:00,81450
2022-02-23 21:10:00,24488
2022-02-23 21:15:00,44124
2022-02-23 21:20:00,32238
2022-02-23 21:25:00,26829
2022-02-23 21:30:00,16377
2022-02-23 21:35:00,56174
2022-02-23 21:40:00,34412
2022-02-23 21:45:00,27001
2022-02-23 21:50:00,17868
2022-02-23 21:55:00,20445
2022-02-23 22:00:00,24087
2022-02-23 22:05:00,16446
2022-02-23 22:10:00,14901
2022-02-23 22:15:00,23732
2022-02-23 22:20:00,16032
2022-02-23 22:25:00,11450
2022-02-23 22:30:00,16820
2022-02-23 22:35:00,15754
2022-02-23 22:40:00,15948
2022-02-23 22:45:00,7834
2022-02-23 22:50:00,11458
2022-02-23 22:55:00,10845
2022-02-23 23:00:00,21943
2022-02-24 09:05:00,21811
2022-02-24 09:10:00,13369
2022-02-24 09:15:00,12652
2022-02-24 09:20:00,26386
2022-02-24 09:25:00,15469
2022-02-24 09:30:00,9566
2022-02-24 09:35:00,17465
2022-02-24 09:40:00,9460
2022-02-24 09:45:00,12625
2022-02-24 09:50:00,9184
2022-02-24 09:55:00,13925
2022-02-24 10:00:00,23227
2022-02-24 10:05:00,73601
2022-02-24 10:10:00,93107
2022-02-24 10:15:00,56227
2022-02-24 10:35:00,59159
2022-02-24 10:40:00,37489
2022-02-24 10:45:00,27031
2022-02-24 10:50:00,42563
2022-02-24 10:55:00,39381
2022-02-24 11:00:00,63108
2022-02-24 11:05:00,48924
2022-02-24 11:10:00,33399
2022-02-24 11:15:00,44491
2022-02-24 11:20:00,32056
2022-02-24 11:25:00,34408
2022-02-24 11:30:00,85722
2022-02-24 13:35:00,104503
2022-02-24 13:40:00,29974
2022-02-24 13:45:00,56726
2022-02-24 13:50:00,35942
2022-02-24 13:55:00,21961
2022-02-24 14:00:00,22489
2022-02-24 14:05:00,20129
2022-02-24 14:10:00,58020
2022-02-24 14:15:00,26172
2022-02-24 14:20:00,69361
2022-02-24 14:25:00,33910
2022-02-24 14:30:00,58426
2022-02-24 14:35:00,37315
2022-02-24 14:40:00,27676
2022-02-24 14:45:00,18108
2022-02-24 14:50:00,22065
2022-02-24 14:55:00,27547
2022-02-24 15:00:00,43162
2022-02-24 21:05:00,109726
2022-02-24 21:10:00,61713
2022-02-24 21:15:00,29907
2022-02-24 21:20:00,24020
2022-02-24 21:25:00,60607
2022-02-24 21:30:00,26146
2022-02-24 21:35:00,22612
2022-02-24 21:40:00,21006
2022-02-24 21:45:00,20732
2022-02-24 21:50:00,17877
2022-02-24 21:55:00,12142
2022-02-24 22:00:00,12348
2022-02-24 22:05:00,9730
2022-02-24 22:10:00,15290
2022-02-24 22:15:00,8015
2022-02-24 22:20:00,9579
2022-02-24 22:25:00,10288
2022-02-24 22:30:00,7353
2022-02-24 22:35:00,30531
2022-02-24 22:40:00,16725
2022-02-24 22:45:00,26156
2022-02-24 22:50:00,28629
2022-02-24 22:55:00,39160
2022-02-24 23:00:00,42846
2022-02-25 09:05:00,68014
2022-02-25 09:10:00,29769
2022-02-25 09:15:00,90109
2022-02-25 09:20:00,41287
2022-02-25 09:25:00,36962
2022-02-25 09:30:00,27888
2022-02-25 09:35:00,21222
2022-02-25 09:40:00,26061
2022-02-25 09:45:00,25058
2022-02-25 09:50:00,11776
2022-02-25 09:55:00,12758
2022-02-25 10:00:00,15221
2022-02-25 10:05:00,24203
2022-02-25 10:10:00,12340
2022-02-25 10:15:00,13627
2022-02-25 10:35:00,16053
2022-02-25 10:40:00,16420
2022-02-25 10:45:00,19271
2022-02-25 10:50:00,23441
2022-02-25 10:55:00,11976
2022-02-25 11:00:00,21517
2022-02-25 11:05:00,18681
2022-02-25 11:10:00,17470
2022-02-25 11:15:00,13140
2022-02-25 11:20:00,13315
2022-02-25 11:25:00,10449
2022-02-25 11:30:00,43675
2022-02-25 13:35:00,68861
2022-02-25 13:40:00,26836
2022-02-25 13:45:00,40268
2022-02-25 13:50:00,28283
2022-02-25 13:55:00,46421
2022-02-25 14:00:00,43705
2022-02-25 14:05:00,111018
2022-02-25 14:10:00,36446
2022-02-25 14:15:00,49386
2022-02-25 14:20:00,85205
2022-02-25 14:25:00,65046
2022-02-25 14:30:00,39593
2022-02-25 14:35:00,23356
2022-02-25 14:40:00,14106
2022-02-25 14:45:00,14051
2022-02-25 14:50:00,43661
2022-02-25 14:55:00,33650
2022-02-25 15:00:00,40390
2022-02-25 21:05:00,84802
2022-02-25 21:10:00,76393
2022-02-25 21:15:00,34475
2022-02-25 21:20:00,28361
2022-02-25 21:25:00,22912
2022-02-25 21:30:00,16274
2022-02-25 21:35:00,16027
2022-02-25 21:40:00,31167
2022-02-25 21:45:00,11833
2022-02-25 21:50:00,14179
2022-02-25 21:55:00,12403
2022-02-25 22:00:00,9682
2022-02-25 22:05:00,13469
2022-02-25 22:10:00,11182
2022-02-25 22:15:00,24374
2022-02-25 22:20:00,31659
2022-02-25 22:25:00,25320
2022-02-25 22:30:00,14308
2022-02-25 22:35:00,10526
2022-02-25 22:40:00,8744
2022-02-25 22:45:00,14050
2022-02-25 22:50:00,14526
2022-02-25 22:55:00,19824
2022-02-25 23:00:00,27467
2022-02-28 09:05:00,119850
2022-02-28 09:10:00,66814
2022-02-28 09:15:00,31503
2022-02-28 09:20:00,26626
2022-02-28 09:25:00,15919
2022-02-28 09:30:00,14738
2022-02-28 09:35:00,28937
2022-02-28 09:40:00,15952
2022-02-28 09:45:00,17295
2022-02-28 09:50:00,36421
2022-02-28 09:55:00,33466
2022-02-28 10:00:00,23697
2022-02-28 10:05:00,22200
2022-02-28 10:10:00,10699
2022-02-28 10:15:00,24376
2022-02-28 10:35:00,24388
2022-02-28 10:40:00,11412
2022-02-28 10:45:00,15675
2022-02-28 10:50:00,13439
2022-02-28 10:55:00,32300
2022-02-28 11:00:00,24017
2022-02-28 11:05:00,8925
2022-02-28 11:10:00,6281
2022-02-28 11:15:00,17643
2022-02-28 11:20:00,13358
2022-02-28 11:25:00,21378
2022-02-28 11:30:00,12088
2022-02-28 13:35:00,34156
2022-02-28 13:40:00,29825
2022-02-28 13:45:00,29896
2022-02-28 13:50:00,13357
2022-02-28 13:55:00,11328
2022-02-28 14:00:00,10877
2022-02-28 14:05:00,18066
2022-02-28 14:10:00,10838
2022-02-28 14:15:00,29207
2022-02-28 14:20:00,23611
2022-02-28 14:25:00,10607
2022-02-28 14:30:00,12665
2022-02-28 14:35:00,8289
2022-02-28 14:40:00,11885
2022-02-28 14:45:00,13919
2022-02-28 14:50:00,15730
2022-02-28 14:55:00,34721
2022-02-28 15:00:00,42627
2022-02-28 21:05:00,103488
2022-02-28 21:10:00,48782
2022-02-28 21:15:00,24217
2022-02-28 21:20:00,29396
2022-02-28 21:25:00,17645
2022-02-28 21:30:00,16388
2022-02-28 21:35:00,30478
2022-02-28 21:40:00,36575
2022-02-28 21:45:00,12133
2022-02-28 21:50:00,14301
2022-02-28 21:55:00,10975
2022-02-28 22:00:00,7365
2022-02-28 22:05:00,12642
2022-02-28 22:10:00,16793
2022-02-28 22:15:00,8176
2022-02-28 22:20:00,16852
2022-02-28 22:25:00,7343
2022-02-28 22:30:00,4296
2022-02-28 22:35:00,12286
2022-02-28 22:40:00,18277
2022-02-28 22:45:00,13664
2022-02-28 22:50:00,11903
2022-02-28 22:55:00,15635
2022-02-28 23:00:00,29850
2022-03-01 09:05:00,80136
2022-03-01 09:10:00,47480
2022-03-01 09:15:00,31163
2022-03-01 09:20:00,14964
2022-03-01 09:25:00,21839
2022-03-01 09:30:00,24004
2022-03-01 09:35:00,83458
2022-03-01 09:40:00,45929
2022-03-01 09:45:00,20746
2022-03-01 09:50:00,15935
2022-03-01 09:55:00,27746
2022-03-01 10:00:00,21451
2022-03-01 10:05:00,25506
2022-03-01 10:10:00,24814
2022-03-01 10:15:00,16316
2022-03-01 10:35:00,26992
2022-03-01 10:40:00,13896
2022-03-01 10:45:00,9781
2022-03-01 10:50:00,12535
2022-03-01 10:55:00,7740
2022-03-01 11:00:00,7397
2022-03-01 11:05:00,7240
2022-03-01 11:10:00,6591
2022-03-01 11:15:00,5414
2022-03-01 11:20:00,16804
2022-03-01 11:25:00,14970
2022-03-01 11:30:00,19527
2022-03-01 13:35:00,27671
2022-03-01 13:40:00,18898
2022-03-01 13:45:00,12989
2022-03-01 13:50:00,10983
2022-03-01 13:55:00,10963
2022-03-01 14:00:00,34344
2022-03-01 14:05:00,20037
2022-03-01 14:10:00,12938
2022-03-01 14:15:00,9598
2022-03-01 14:20:00,23284
2022-03-01 14:25:00,28427
2022-03-01 14:30:00,15721
2022-03-01 14:35:00,8102
2022-03-01 14:40:00,13752
2022-03-01 14:45:00,39852
2022-03-01 14:50:00,28814
2022-03-01 14:55:00,31868
2022-03-01 15:00:00,77355
2022-03-01 21:05:00,90919
2022-03-01 21:10:00,66035
